ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|usrn|usrn_mi|distance|address_detail|street_name|locality|geographic_county|postcode|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
109099926|Openwell|06350450|335639|389987|1||osgb1000034982059|12|23602392|2|14|13|Hope Street|Liverpool|Merseyside|L1 9BH|Liverpool District|01515383172|||||118 Information|2022-03-01
110596863|Julie Lowe Photography|02100177|334910.6|389207.8|1|38292816|osgb1000034932508|5|23602509|1|19.9|22|Jordan Street|Liverpool|Merseyside|L1 0BP|Liverpool District|01513451535|||||118 Information|2022-03-01
109099759|Nolita Cantina|01020043|335138.3|389978.1|1|38282883|osgb1000034982637|6|23600577|1|11.9|81|Bold Street|Liverpool|Merseyside|L1 4HF|Liverpool District|01517085061|||Restaurant Type|American Restaurant|118 Information|2022-03-01
110597122|L & M Reclaimers|02120196|338287|389356|1|38126115|osgb1000035156027|2|23603764|1|17.1|1|Rexmore Way|Liverpool|Merseyside|L15 0HX|Liverpool District|01517340639|||||118 Information|2022-03-01
109101091|Marsh|02090149|334051.3|390860.4|1|38251168|osgb5000005100338866|1|23600543|3|33.6|4|St. Pauls Square|Liverpool|Merseyside|L3 9SJ|Liverpool District|01512427112|uk.marsh.com|Marsh|||118 Information|2022-03-01
110604473|Camp & Furnace|04210273|334859.3|389043.3|1|38066785|osgb1000034932429|4|23603484|3|16.7|Kerson Works 67|Greenland Street|Liverpool|Merseyside|L1 0BY|Liverpool District|01517082890|www.campandfurnace.com||||118 Information|2022-03-01
110605291|Trailfinders Ltd|09480694|334575.8|390333|1|38328459|osgb1000002733077907|3|23604833|1|1.7|36-38|Whitechapel|Liverpool|Merseyside|L1 6DZ|Liverpool District|01512219500|www.trailfinders.com|Trailfinders|||118 Information|2022-03-01
110609848|Johno|01020018|338078.9|388766.8|1|38267055|osgb1000035149728|4|23604170|2|16.1|361-363|Smithdown Road|Liverpool|Merseyside|L15 3JJ|Liverpool District|01517336162||Dixy Fried Chicken|||118 Information|2022-03-01
110608045|Homerange Fireplaces & Stoves of Liverpool|07370782|338567|389598|1|38117937|osgb1000035153213|2|23603551|1|13|238|Picton Road|Wavertree, Liverpool|Merseyside|L15 4LP|Liverpool District|01517345912|www.homerangefireplaces.co.uk||||118 Information|2022-03-01
110610556|Signature Living|02110192|334553.8|390387.7|1|38289052|osgb1000034933684|2|23604289|1|18|56-58|Stanley Street|Liverpool|Merseyside|L1 6AU|Liverpool District|01513057940|www.signatureliving.co.uk||||118 Information|2022-03-01
110604822|Clarins Skin Spa Within John Lewis|02100156|334488.2|390012.1|1|38269196|osgb1000002730038398|12|23603464|3|52.9|70|South John Street|Liverpool|Merseyside|L1 8BJ|Liverpool District|03439092011|www.clarins.co.uk|Clarins|||118 Information|2022-03-01
110609008|The Music Development|05320396|338840|388484|1|38140450|osgb1000035151350|3|23604170|1|16.3|306|Smithdown Road|Liverpool|Merseyside|L15 5AJ|Liverpool District|01517344778|||||118 Information|2022-03-01
110607851|Rise Yoga|05280330|339304|388536|1|38032756|osgb1000035213430|4|23601001|1|31.1|Gladstone House 2|Church Road|Wavertree, Liverpool|Merseyside|L15 9EG|Liverpool District|01517351116|||||118 Information|2022-03-01
110606111|Betfred|04220279|334338|390575|1|38040387|osgb1000034933145|3|23601232|1|11.2|33|Dale Street|Liverpool|Merseyside|L2 2HF|Liverpool District|08000320878|www.betfred.com|Betfred|||118 Information|2022-03-01
110606113|Betfred|04220279|335187|389810|1|38288564|osgb1000034982507|3|23600501|1|20|28-30|Berry Street|Liverpool|Merseyside|L1 4JF|Liverpool District|08000320878|www.betfred.com|Betfred|||118 Information|2022-03-01
110610192|Telecoms Cloud Ltd|06340442|334910.6|389207.8|1|38292816|osgb1000034932508|5|23602509|1|19.9|22|Jordan Street|Liverpool|Merseyside|L1 0BP|Liverpool District|03332205000|||||118 Information|2022-03-01
110605142|Betfred|04220279|334880|390245|1|38124280|osgb1000034933637|2|23603704|1|20|9|Ranelagh Street|Liverpool|Merseyside|L1 1JW|Liverpool District|08000320878|www.betfred.com|Betfred|||118 Information|2022-03-01
110609381|Cult Vinyl|09480689|335148|390141|1||osgb1000034985068|9|23603757|2|16.9|First Floor Unit A-C 35 Renshaw Street||Liverpool|Merseyside|L1 2SF|Liverpool District|01515389210|||||118 Information|2022-03-01
110616531|Liverpool Marina|10560753|334593|388665|1|38182311|osgb1000034931385|6|23605766|1|53.8||Coburg Wharf|Liverpool|Merseyside|L3 4BP|Liverpool District|01517076777|||||118 Information|2022-03-01
110614239|Jayne Moore Media|02080114|334040|390575|1|38200121|osgb1000034933119|7|23603900|3|11.5|Yorkshire House||Liverpool|Merseyside|L3 9AG|Liverpool District|01512362879|www.jaynemooremedia.com||||118 Information|2022-03-01
110611276|C L V Liverpool|01010009|335731|390836.5|1|38292335|osgb1000002733007681|5|23602791|1|13.9|Albert Court|211 London Road|Liverpool|Merseyside|L3 8JD|Liverpool District|01512079881|www.clvuk.com||||118 Information|2022-03-01
110616870|Asda Stores Ltd|09470819|339109.9|388571|1|38201810|osgb1000002730034606|3|23601672|3|58.1|Unit 9 Penny Lane Neighbourhood Centre|Church Road|Wavertree, Liverpool|Merseyside|L15 9EB|Liverpool District|01515521130|www.asda.com|Asda|||118 Information|2022-03-01
110619148|Pavers Shoes|09460657|334317.1|390293.8|1|38290021|osgb1000034934123|4|23602812|1|14.1|3-5|Lord Street|Liverpool|Merseyside|L2 9SA|Liverpool District|08448475605|www.pavers.co.uk|Pavers Shoes|||118 Information|2022-03-01
110618856|H R G|09480694|334099.8|390741.4|1|38200159|osgb1000034933190|5|23603375|1|79.4|Cotton Exchange|Old Hall Street|Liverpool|Merseyside|L3 9LQ|Liverpool District|01512553334||H R G Corporate Services|||118 Information|2022-03-01
110619769|Gents Code|02100156|334282.4|390369.4|1||osgb1000034934072|4|23601105|2|12.6|Castle Chambers 4-6|Cook Street|Liverpool|Merseyside|L2 9QU|Liverpool District|01512365794|www.gentscodebarbers.com||||118 Information|2022-03-01
110619619|Browns Restaurant|01020043|334629.8|390055.8|1|38272806|osgb1000034933389|8|23602159|1|19.2|43|Paradise Street|Liverpool|Merseyside|L1 3EU|Liverpool District|01517091693|www.mbplc.com|Sizzling Pubs (Mitchells & Butlers)|Restaurant Type|Restaurant|118 Information|2022-03-01
110618820|TSB Bank Plc|02090138|335693|390046|1|38107625|osgb1000034984611|6|23603200|1|16.4|124|Mount Pleasant|Liverpool|Merseyside|L3 5SR|Liverpool District|01512489991|www.tsb.co.uk|TSB|||118 Information|2022-03-01
110618823|TSB Bank Plc|02090138|334979|390346|1|38211346|osgb1000034933772|9|23601993|1|23.5|Unit 7 Charlotte Row 53|Great Charlotte Street|Liverpool|Merseyside|L1 1QY|Liverpool District|03459758758|www.tsb.co.uk|TSB|||118 Information|2022-03-01
110601264|The Price Partnership Solicitors|02090154|335344|389767|1|38128950|osgb1000034982398|5|23603842|1|23.1|58|Rodney Street|Liverpool|Merseyside|L1 9AD|Liverpool District|01517025640|||||118 Information|2022-03-01
110600235|Mayfly Internet Marketing Ltd|02080127|335640.9|389988.8|1||osgb1000034982059|12|23602392|2|15.2|13|Hope Street|Liverpool|Merseyside|L1 9BQ|Liverpool District|01512541727|www.mayflyinternetmarketing.co.uk||||118 Information|2022-03-01
110597920|Entwistle Green|02110190|334273|390537|1|38040371|osgb1000034933164|3|23601232|1|12.2|11|Dale Street|Liverpool|Merseyside|L2 2SH|Liverpool District|01513210192|www.entwistlegreen.co.uk|Entwistle Green|||118 Information|2022-03-01
110602405|Proud of Liverpool|06350769|335700|388882|1|38154635|osgb1000034979525|4|23604597|1|14.3|John Archer Hall 68|Upper Hill Street|Liverpool|Merseyside|L8 1YR|Liverpool District|01513457476|||||118 Information|2022-03-01
110599150|EAT.|01020018|334474.9|390077.1|1|38269227|osgb1000002733067844|7|23603464|3|66.3|65|South John Street|Liverpool|Merseyside|L1 8BU|Liverpool District|08435064040|eat.co.uk|EAT.|||118 Information|2022-03-01
110602649|Michael Franks Hair Salon|02100156|334250.8|390041.1|1|38272906|osgb1000002733073722|2|23604336|1|13.9|33|Strand Street|Liverpool|Merseyside|L1 8LT|Liverpool District|01513456148|www.michaelfrankshair.co.uk||||118 Information|2022-03-01
111227194|Avseta Restaurant|01020043|335329|390101|1|38107583|osgb1000034985009|7|23603200|1|23.9|62|Mount Pleasant|Liverpool|Merseyside|L3 5SD|Liverpool District|01517089009|||Restaurant Type|Restaurant|118 Information|2022-03-01
111227957|Wheel Meet Again|06340456|335475|388097|1|38104067|osgb1000034981369|5|23605000|3|14.4|294|Mill Street|Liverpool|Merseyside|L8 6QW|Liverpool District|01517080435|||||118 Information|2022-03-01
111228156|Nail Express|02100156|334636|390397|1|38164215|osgb1000034933733|3|23604868|2|10.2|33|Williamson Street|Liverpool|Merseyside|L1 1EB|Liverpool District|01517087442|||||118 Information|2022-03-01
111227401|Tai Pan|01020043|334779.1|390099.3|1|38293524|osgb5000005108100056|2|23611137|1|42.6|52|Hanover Street|Liverpool|Merseyside|L1 4AF|Liverpool District|01517084995|||Restaurant Type|Chinese Restaurant|118 Information|2022-03-01
111226220|Poundbakery|09470661|334815|390405|1|38201967|osgb1000034933855|4|23602412|1|24|Kiosk 2 Houghton Street|St. Johns Precinct|Liverpool|Merseyside|L1 1LP|Liverpool District|01517098352|www.poundbakery.co.uk|Poundbakery|||118 Information|2022-03-01
114123227|Pets at Home Ltd|09480691|339129|388525|1|38201805|osgb1000035213552|5|23602546|3|73.4|Unit 5-6 Penny Lane Shopping Centre, Church Road|Wavertree|Liverpool|Merseyside|L15 9EB|Liverpool District|01517345840|www.petsathome.com|Pets at Home|||118 Information|2022-03-01
114123660|Athena Beauty Spa & Training Centre|02100156|335355|389842|1|38128921|osgb1000034982560|5|23603842|1|25.9|40|Rodney Street|Liverpool|Merseyside|L1 9AA|Liverpool District|01512036110|www.athenabeautyspa.co.uk||||118 Information|2022-03-01
114123373|Premier Inn Liverpool City Centre (Liverpool One)|01010006|334747|390095.7|1|38293525|osgb5000005108100056|2|23602159|1|18.4|48|Hanover Street|Liverpool|Merseyside|L1 4AF|Liverpool District|03333219282|www.premierinn.com|Premier Inn|||118 Information|2022-03-01
111219377|Duncan Lewis Solicitors Ltd|02090154|334175|390668|1|38200212|osgb1000034933298|7|23600543|3|26.5|Tithebarn Street|Silkhouse Court|Liverpool|Merseyside|L2 2LZ|Liverpool District|01513742302||Duncan Lewis Solicitors|||118 Information|2022-03-01
111218377|Gourmet Burger Kitchen|01020043|334510|390145.4|1|38294373|osgb1000002733067844|7|23603464|1|31.2|14|Paradise Street|Liverpool|Merseyside|L1 8JF|Liverpool District|01517093609|www.gbk.co.uk|Gourmet Burger Kitchen|Restaurant Type|American Restaurant|118 Information|2022-03-01
111216782|Yo! Sushi|01020043|334510|390145.4|1|38294381|osgb1000002733067844|7|23603464|1|31.2|Yo Sushi 14|Paradise Street|Liverpool|Merseyside|L1 8JF|Liverpool District|01515152241|www.yosushi.com|Yo! Sushi|Restaurant Type|Japanese Restaurant|118 Information|2022-03-01
114122904|Soho's|09460656|335062|390003|1|10091805018|osgb1000034984943|6|23600577|1|18.3|80|Bold Street|Liverpool|Merseyside|L1 4HR|Liverpool District|01517070880|||||118 Information|2022-03-01
111220119|Balsam|05280330|337780|388565|1|38169961|osgb1000035086532|2|23605011|1|16.8|8|York Avenue|Sefton Park, Liverpool|Merseyside|L17 2AS|Liverpool District|01517331014|||||118 Information|2022-03-01
114139429|Yo's Restaurant|01020043|336583.8|390271.7|1|38274294|osgb1000002733093285|4|23604738|1|22.9|18|Wavertree Road|Liverpool|Merseyside|L7 1PQ|Liverpool District|01512608866|||Restaurant Type|Chinese Restaurant|118 Information|2022-03-01
114137414|Mansion Liverpool|04250312|334427|390498|1|38149296|osgb1000034934308|9|23604423|1|14.6|Flat 1 21|Temple Street|Liverpool|Merseyside|L2 5RH|Liverpool District|01512274378|||||118 Information|2022-03-01
114138925|The Little Beauty Co|02100156|335802|388126|1|38115419|osgb1000034980373|2|23603469|1|14.9|171|Park Road|Toxteth, Liverpool|Merseyside|L8 6SE|Liverpool District|01517277440|www.thelittlebeautyco.com||||118 Information|2022-03-01
114139039|Vita Student Liverpool|01010009|334612.1|390637.1|1|38300807|osgb1000034932730|4|23601191|1|18.9|9|Crosshall Street|Liverpool|Merseyside|L1 6DQ|Liverpool District|02381103000|www.vitastudent.com||||118 Information|2022-03-01
114136829|Private Investigators Liverpool|02100162|335380|389677|1|38128945|osgb1000034982268|3|23603842|1|28.9|53|Rodney Street|Liverpool|Merseyside|L1 9ER|Liverpool District|01513742197|www.private-investigator-liverpool.co.uk||||118 Information|2022-03-01
114140497|Menkind|09480717|334429.6|390264.6|1|38272515|osgb1000002733067840|9|23602812|1|23.9|Liverpool One|46 Lord Street|Liverpool|Merseyside|L2 1TD|Liverpool District|01517080177|www.menkind.co.uk|Menkind Stores Ltd|||118 Information|2022-03-01
114140781|Hotel Chocolat Ltd|09470663|334609.4|390188.7|1||osgb1000034933481|5|23604049|3|19.4|2-4|Peters Arcade|Liverpool|Merseyside|L1 3DE|Liverpool District|01517088644|www.hotelchocolat.com/uk/|Hotel Chocolat|||118 Information|2022-03-01
114139272|Emerald Law Solicitors|02090154|333847|390812|1|38251154|osgb1000002733060161|3|23600705|2|21.5|West Tower|Brook Street|Liverpool|Merseyside|L3 9PJ|Liverpool District|01512291170|||||118 Information|2022-03-01
114137677|Miss Francesca Couture|09460656|334565|390480|1|38236706|osgb1000034932660|8|23604833|1|67.8|Unit 7 The Met Quarter 43|Whitechapel|Liverpool|Merseyside|L1 6DA|Liverpool District|01512075959|www.missfrancescacouture.co.uk||||118 Information|2022-03-01
114139603|Liverpool National Education Union|05270325|336820.8|389455.4|1|38288868|osgb1000002107301693|2|23606618|1|21.3|Saunders House|Commerce Way|Liverpool|Merseyside|L8 7BA|Liverpool District|01512989700|www.neu.org.uk/north-west/liverpool-district|N U T|||118 Information|2022-03-01
114125788|Revolution Bar|01020034|334202.9|389732.2|1|38333026|osgb1000034932392|3|23606199|1|19.7|Unit 4m Atlantic Pavilion|Albert Dock|Liverpool|Merseyside|L3 4AE|Liverpool District|01519092777|www.revolution-bars.co.uk|Revolution|||118 Information|2022-03-01
114124887|Brunswick Finance Ltd|02090150|334009|390635|1|38210589|osgb1000034933318|5|23603900|1|30|Bulloch House|10 Rumford Place|Liverpool|Merseyside|L3 9DG|Liverpool District|01513290308|www.brunswickfinance.co.uk||||118 Information|2022-03-01
114127402|Alison Appleton Ltd|07420553|338042|388619|1|38073530|osgb1000035150211|2|23602229|1|18.2|26|Hawarden Avenue|Liverpool|Merseyside|L17 2AL|Liverpool District|01512226777|www.alisonappleton.com||||118 Information|2022-03-01
114127613|One Stop|09470699|335948.1|390870.7|1|38291446|osgb1000002107410433|5|23603610|1|14.9|Unit B|Prescot Street|Liverpool|Merseyside|L7 8UL|Liverpool District|01517927285|www.onestop.co.uk|Tesco One Stop|||118 Information|2022-03-01
114128415|Address Properties|02110192|335441|390123|1|38107612|osgb1000034985115|5|23603200|1|16.4|97|Mount Pleasant|Liverpool|Merseyside|L3 5TB|Liverpool District|01517090500|www.address-properties.co.uk||||118 Information|2022-03-01
114128222|Byron Hamburgers|01020043|334562.4|390060.1|1|38298422|osgb1000002733076315|3|23603464|1|21.1|43|Paradise Street|Liverpool|Merseyside|L1 3EU|Liverpool District|01517078231|www.byronhamburgers.com|Byron|Restaurant Type|American Restaurant|118 Information|2022-03-01
114129931|TSB Bank Plc|02090138|334320|390242|1|38199848|osgb1000034934028|8|23602812|1|37.7|Merchants Court 2-12|Lord Street|Liverpool|Merseyside|L2 1TS|Liverpool District|01517099144|www.tsb.co.uk|TSB|||118 Information|2022-03-01
114126924|Pure Legal Solicitors Ltd|02090154|337025|390077|1|38153618|osgb1000035094376|2|23604557|1|15.1|4|Tunnel Road|Liverpool|Merseyside|L7 6QD|Liverpool District|01513632626|||||118 Information|2022-03-01
114124312|Baxter's Bakery Co Ltd|09470661|335443|390155|1|38034057|osgb1000034985113|5|23601026|1|16|29|Clarence Street|Liverpool|Merseyside|L3 5TN|Liverpool District|01517087788|||||118 Information|2022-03-01
114124615|Elizabeth Anderson House|02110191|337146|387227|1|38219656|osgb1000035085804|3|23600063|1|15.9|53|Aigburth Road|Liverpool|Merseyside|L17 4JS|Liverpool District|01517289218|www.shap.org.uk||||118 Information|2022-03-01
114124921|Boux Avenue|09460660|334425.8|390135.7|1|38291040|osgb1000002733068497|3|23603464|3|115.1|32|South John Street|Liverpool|Merseyside|L1 8BJ|Liverpool District|01517070545|www.bouxavenue.com|Boux Avenue|||118 Information|2022-03-01
114125650|Milo Lounge|01020043|337297|387680|1|38088224|osgb1000035085142|4|23602651|1|11.8|88-90|Lark Lane|Liverpool|Merseyside|L17 8UU|Liverpool District|01517272285|www.thelounges.co.uk/milo|Lounges|Restaurant Type|Restaurant|118 Information|2022-03-01
114125354|Brasco Lounge|01020043|333981|390101.4|1|38268241|osgb1000002733095897|3|23602933|1|26.9|27|Mann Island|Liverpool|Merseyside|L3 1BP|Liverpool District|01512365085|www.thelounges.co.uk/brasco|Lounges|Restaurant Type|Restaurant|118 Information|2022-03-01
114125668|The Perfume Shop|09480677|334463.1|390304.4|1|38094792|osgb1000034934155|4|23602812|1|14.8|65|Liverpool Lord Street|Liverpool|Merseyside|L2 6PB|Liverpool District|01512366610|www.theperfumeshop.com|The Perfume Shop|||118 Information|2022-03-01
114141719|Landmark|01020043|337843|389027|1|38140425|osgb1000035090858|3|23604170|1|23.8|279|Smithdown Road|Liverpool|Merseyside|L15 2HF|Liverpool District|01517337775|||Restaurant Type|Indian Restaurant|118 Information|2022-03-01
114141530|The Smugglers Cove|01020043|334139|389620|1|38200304|osgb1000000241900266|3|23601958|1|28.2|Britannia Pavilion|Gower Street|Liverpool|Merseyside|L3 4AD|Liverpool District|01517036555|www.thesmugglerscove.uk.com|The New World Trading Company|Restaurant Type|Restaurant|118 Information|2022-03-01
114142351|The Co-operative|09470819|335736|389773|1|38298120|osgb5000005106411982|4|23600798|3|26.5|2g|Myrtle Street|Liverpool|Merseyside|L7 7DP|Liverpool District|01517036639|www.coop.co.uk|The Co-operative|||118 Information|2022-03-01
114133868|The Bike Insurer|02090149|333684.5|390551.2|1|38252627|osgb1000034887048|7|23603630|1|21.5|8|Princes Parade|Liverpool|Merseyside|L3 1DL|Liverpool District|03300227850|www.thebikeinsurer.co.uk||||118 Information|2022-03-01
114134163|Milton's|09460659|334912|390412|1|38200042|osgb1000034933865|6|23601562|3|44.6|149-150 Charlotte Way|St. Johns Precinct|Liverpool|Merseyside|L1 1NB|Liverpool District|01517087865|www.miltonaires.com||||118 Information|2022-03-01
114131559|Ethecol|07420588|334997|389857|1|38116079|osgb1000034982475|10|23603486|1|9.1|33-45|Parr Street|Liverpool|Merseyside|L1 4JN|Liverpool District|08000988111|||||118 Information|2022-03-01
114133191|North West Plumbing & Heating|02030056|334728|389172|1|38283049|osgb1000034932457|3|23603300|1|11.2|B 4 Queens Dock Business Centre 67-83|Norfolk Street|Liverpool|Merseyside|L1 0BG|Liverpool District|01515382500|||||118 Information|2022-03-01
114132577|Utopi-ish|07400530|338755|388502|1|38140431|osgb1000035148879|7|23604170|1|12.9|286|Smithdown Road|Liverpool|Merseyside|L15 5AJ|Liverpool District|01513788069|||||118 Information|2022-03-01
114134549|Duke Street Minimarket|09470699|334660|389962|1|38235703|osgb1000034932105|8|23600819|3|7.3|25|Duke Street|Liverpool|Merseyside|L1 5AP|Liverpool District|01517070222|||||118 Information|2022-03-01
114133046|Liverpool Chiropractic & Sports Injury Clinic|05280345|337397|387055|1|38002380|osgb1000035085994|3|23600063|1|23.2|101|Aigburth Road|Liverpool|Merseyside|L17 4JU|Liverpool District|01517922149|www.liverpoolchiropracticclinic.co.uk||||118 Information|2022-03-01
111230929|Milkytea|02140214|334910.6|389207.8|1|38292816|osgb1000034932508|5|23602509|1|19.9|Suite A 22|Jordan Street|Liverpool|Merseyside|L1 0BP|Liverpool District|01517080800|www.milkytea.com||||118 Information|2022-03-01
111229329|Jo Malone|09480677|334620.7|390100.3|1|38274128|osgb1000002733076315|3|23601076|3|23.2|16|Manestys Lane|Liverpool|Merseyside|L1 3DL|Liverpool District|03031237014|www.jomalone.co.uk|Jo Malone|||118 Information|2022-03-01
111229932|Warren James (Jewellers) Ltd|09460659|334508|390308.7|1|38094803|osgb1000034933697|3|23602812|1|17.5|81|Lord Street|Liverpool|Merseyside|L2 6PG|Liverpool District|01512550061|www.warrenjames.co.uk|Warren James|||118 Information|2022-03-01
111230031|Iccommodate Ltd|02110192|338310|388551|1|10091805961|osgb1000035150410|2|23604170|1|16.1|447|Smithdown Road|Liverpool|Merseyside|L15 3JL|Liverpool District|01512911770|www.iccommodate.com||||118 Information|2022-03-01
111230535|Jo Malone|09480677|334560.6|390454.4|1|38236699|osgb1000034932660|8|23604833|1|63.1|Unit 20 The Met Quarter 43|Whitechapel|Liverpool|Merseyside|L1 6DA|Liverpool District|03701925561|www.jomalone.co.uk|Jo Malone|||118 Information|2022-03-01
111229852|Fathom Electrical Services Ltd|02030051|339835|389857|1|38141903|osgb1000035215931|4|23604211|1|23.7|16|Southway|Liverpool|Merseyside|L15 7JA|Liverpool District|01517221975|||||118 Information|2022-03-01
111231671|Thoughtfully Cafe|09480685|334594|389865|1|38235601|osgb1000002730032141|2|23601042|1|8.1|15|Cleveland Square|Liverpool|Merseyside|L1 5BE|Liverpool District|01517091516|||||118 Information|2022-03-01
111221861|Mando Group Ltd|02080115|334035.8|390832.4|1|10091949803|osgb1000002733052030|7|23603975|1|22|5|St Pauls Square|Liverpool|Merseyside|L3 9SJ|Liverpool District|08453654040|www.mando.agency||||118 Information|2022-03-01
111216143|HM Passport Office|06330415|333878|390832|1|38218479|osgb1000002107459019|7|23603375|1|42.1|101|Old Hall Street|Liverpool|Merseyside|L3 9BP|Liverpool District|03002220000|www.gov.uk/passports||||118 Information|2022-03-01
115422115|Avril Robarts Library|05310381|334380|390886|1|38151633|osgb1000034933255|10|23604506|1|20.6|School of Nursing & Alied Health 79|Tithebarn Street|Liverpool|Merseyside|L2 2ER|Liverpool District|01512313179|www.ljmu.ac.uk||||118 Information|2022-03-01
115421527|Carnatic House|05310381|338735|387088|1|38111239|osgb1000035148054|4|23603319|2|88|North Mossley Hill Road||Liverpool|Merseyside|L18|Liverpool District|01517946201|www.liv.ac.uk||||118 Information|2022-03-01
115421737|Sound Audio Engineering Liverpool|05310381|334191|390942|1|38115077|osgb1000034933238|4|23603454|1|27.4|Georgia House 38|Pall Mall|Liverpool|Merseyside|L3 6AL|Liverpool District|01512551313|www.sae.edu/gbr||||118 Information|2022-03-01
115423028|University of Liverpool|05310381|335835.5|390319.6|1|38291027|osgb1000002733033786|4|23600718|1|23.9|Foundation Building|Brownlow Hill|Liverpool|Merseyside|L69 7ZX|Liverpool District|01517942000|www.liv.ac.uk||||118 Information|2022-03-01
115423127|School of Engineering - University of Liverpool|05310381|335744.2|390346.7|1|38024010|osgb1000034984779|7|23600718|1|13.4||Brownlow Hill|Liverpool|Merseyside|L69 3GH|Liverpool District|01517944701|www.liverpool.ac.uk/engineering||||118 Information|2022-03-01
115421745|Adult Language Tuition|05310376|335709|388871|1|38154635|osgb1000034979525|4|23604895|2|24.4|Windsor Street Centre|Windsor Street|Liverpool|Merseyside|L8 8JD|Liverpool District|01517080520|||||118 Information|2022-03-01
115421558|Liverpool John Moores University|05310381|334249|390748|1|10092000130|osgb1000034933284|8|23604506|1|26.7|Exchange Station|Tithebarn Street|Liverpool|Merseyside|L2 2QP|Liverpool District|01512312121|www.ljmu.ac.uk||||118 Information|2022-03-01
118112006|Hodfin|02050078|336858|388494|1|38039556|osgb1000035028392|5|23601204|1|33.2|21|Croxteth Road|Liverpool|Merseyside|L8 3SE|Liverpool District|07977901333|www.hodfin.com||||118 Information|2022-03-01
118112428|Radio City Sound of Merseyside Ltd|02080134|334813|390393|1|38079361|osgb1000034933855|4|23602412|1|11.9|St. Johns Beacon 1|Houghton Street|Liverpool|Merseyside|L1 1RL|Liverpool District|01514726800|www.radiocity.co.uk||||118 Information|2022-03-01
115422995|The City of Liverpool College|05310376|335397|390170|1|38034064|osgb1000042852078|6|23601026|1|27.9||Clarence Street|Liverpool|Merseyside|L3 5TP|Liverpool District|01512523747|www.liv-coll.ac.uk||||118 Information|2022-03-01
115423100|Liverpool John Moores University - Mount Pleasant Campus|05310381|335565|390065|1|38252614|osgb1000034984603|9|23603200|1|20.6|Liverpool Business School 98|Mount Pleasant|Liverpool|Merseyside|L3 5UZ|Liverpool District|01512312121|www.ljmu.ac.uk||||118 Information|2022-03-01
118120912|Angel Solutions|02080117|335625|390107|1|38107635|osgb1000002107493437|13|23603200|1|33.5|Innovation Centre 131|Mount Pleasant|Liverpool|Merseyside|L3 5TF|Liverpool District|08458330933|www.angelsolutions.co.uk||||118 Information|2022-03-01
118116358|The Rag & Yacht Ltd|02150221|337634|389817|1||osgb5000005251022227|1|23604249|3|49|The Old Gas Depot|Alfred Street|Liverpool|Merseyside|L15 2JJ|Liverpool District|01517330164|||||118 Information|2022-03-01
118122981|Lord Lieutenant of Merseyside|06350448|333954|390706|1|38251179|osgb1000034886980|11|23604586|3|31.6|New Hall Place|Old Hall Street|Liverpool|Merseyside|L3|Liverpool District|01512244072|||||118 Information|2022-03-01
118129572|Yasai|02150225|335048|390053|1|38019035|osgb1000034984949|4|23600577|1|11.5|47|Bold Street|Liverpool|Merseyside|L1 4EU|Liverpool District|01517084076|||||118 Information|2022-03-01
123119009|Liverpool Guild of Students|06350816|335851.6|390267.6|1|38283132|osgb1000034984735|8|23603200|1|14.4|160|Mount Pleasant|Liverpool|Merseyside|L3 5TR|Liverpool District|01517946868|www.liverpoolguild.org||||118 Information|2022-03-01
123119857|Quantum of Value|02040064|333986|390173|1|38199644|osgb1000034887057|6|23602933|1|33.3|Port of Liverpool Building|Pier Head|Liverpool|Merseyside|L3 1BY|Liverpool District|01512364143|||||118 Information|2022-03-01
123120368|S E C Theatre College|05310376|334610.1|390698.5|1|38292314|osgb1000002107373049|3|23603376|1|10.7|26|Old Haymarket|Liverpool|Merseyside|L1 6ER|Liverpool District|01512364656|||||118 Information|2022-03-01
123131920|Isle of Man Steam Packet Co|02150224|333723.9|390458.7|1|38121095|osgb5000005106030996|2|23603630|1|24.1|Isle of Man Steam Packet Company|Princes Parade|Liverpool|Merseyside|L3 1DL|Liverpool District|01512425180|www.steam-packet.com||||118 Information|2022-03-01
123132624|A G Consultancy|02040065|334942|389334|1|38289583|osgb5000005100754871|1|23603958|2|22.6|54|St James Street|Liverpool|Merseyside|L1 0AB|Liverpool District|08007723055|||||118 Information|2022-03-01
123131871|Cyberfrog Design|02080117|334707|389160|1||osgb1000034932458|7|23603300|3|11.2|Suite 103|67-83 Queens Dock Commercial Centre|Liverpool|Merseyside|L1 0BG|Liverpool District|01517094930|||||118 Information|2022-03-01
123132795|The Hospital Group|05280354|335373|389942|1|38252645|osgb1000034982710|4|23603842|1|25.5|Hope House 26|Rodney Street|Liverpool|Merseyside|L1 2TQ|Liverpool District|01517030101|www.thehospitalgroup.org|The Hospital Group|||118 Information|2022-03-01
118134128|Connex Education|02050078|334338|390575|1|38040387|osgb1000034933145|3|23601232|1|11.2|33|Dale Street|Liverpool|Merseyside|L2 2HF|Liverpool District|01274721266||Connex Education|||118 Information|2022-03-01
